quantity,price_paid_deal,price_paid_non_deal,coupon_value,promotion_type,size1_descr,flavor_descr,formula_descr,household_id,household_size,household_income,age_of_female_head,age_of_male_head,age_and_presence_of_children,male_head_employment,female_head_employment,male_head_education,female_head_education,marital_status,male_head_occupation,female_head_occupation,household_composition,race,hispanic_origin,region,scantrack_market_identifier,fips_state_code,fips_county_code,type_of_residence,kitchen_appliances,tv_items,female_head_birth,male_head_birth,household_internet_connection
1,0,3.42,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,30164867,2,19,5,0,3,0,3,0,5,3,1,1,2,1,2,3,29,12,57,1,4,3,1/1/63,"",1
1,0,1.17,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,30164867,2,19,5,0,3,0,3,0,5,3,1,1,2,1,2,3,29,12,57,1,4,3,1/1/63,"",1
1,0,3.59,0,,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,30164867,2,19,5,0,3,0,3,0,5,3,1,1,2,1,2,3,29,12,57,1,4,3,1/1/63,"",1
1,0,3.79,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30164867,2,19,5,0,3,0,3,0,5,3,1,1,2,1,2,3,29,12,57,1,4,3,1/1/63,"",1
1,0,3,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30109023,1,8,8,0,9,0,9,0,4,3,12,12,5,1,2,4,40,16,45,1,4,1,10/1/47,"",1
1,0,3,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30109023,1,8,8,0,9,0,9,0,4,3,12,12,5,1,2,4,40,16,45,1,4,1,10/1/47,"",1
1,0,3.5,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30109023,1,8,8,0,9,0,9,0,4,3,12,12,5,1,2,4,40,16,45,1,4,1,10/1/47,"",1
1,0,3.49,0,,16.0 MLOZ,BANANA SPLIT,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.4,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
2,0,3.4,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.52,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.99,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30150213,1,15,7,0,9,0,3,0,4,3,1,1,5,1,2,4,13,53,53,5,4,2,10/1/53,"",1
1,3.49,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,30150213,1,15,7,0,9,0,3,0,4,3,1,1,5,1,2,4,13,53,53,5,4,2,10/1/53,"",1
1,0,3.99,0,,16.0 MLOZ,STR CSK,REGULAR,30150213,1,15,7,0,9,0,3,0,4,3,1,1,5,1,2,4,13,53,53,5,4,2,10/1/53,"",1
1,2.5,0,1.49,2,16.0 MLOZ,CREME BRULEE,REGULAR,30150213,1,15,7,0,9,0,3,0,4,3,1,1,5,1,2,4,13,53,53,5,4,2,10/1/53,"",1
1,3.99,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,30150213,1,15,7,0,9,0,3,0,4,3,1,1,5,1,2,4,13,53,53,5,4,2,10/1/53,"",1
1,0,3,0,,16.0 MLOZ,OATMEAL COOKIE CHUNK,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
2,5.98,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,3,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
3,9,0,1.5,2,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
2,5.96,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
1,0,3.5,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
2,8.92,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
4,10,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
2,6.86,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
1,3.53,0,0,1,16.0 MLOZ,PHISH FOOD,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,3.5,0,0,1,16.0 MLOZ,PHISH FOOD,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
2,7,0,2,3,16.0 MLOZ,CHERRY GRCA,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,0,3.33,0,,16.0 MLOZ,STR CSK,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,3.34,0,0,1,16.0 MLOZ,CHUBBY HUBBY,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,3.61,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,0,3.34,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,0,3.4,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.79,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.4,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.28,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.28,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.4,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.43,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,2.66,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,2.99,0,0,1,16.0 MLOZ,MAGIC BROWNIES,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.5,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.5,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,3.99,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,2.99,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.49,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,3.5,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
1,0,3,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
2,6.16,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
4,12.84,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
1,0,3.5,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
2,8.92,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
1,0,3.5,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
1,0,4.49,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30165568,2,29,8,9,9,3,9,5,5,1,1,12,1,1,2,4,38,4,19,1,4,1,1/1/48,10/1/41,1
2,0,5,0,,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,30165568,2,29,8,9,9,3,9,5,5,1,1,12,1,1,2,4,38,4,19,1,4,1,1/1/48,10/1/41,1
2,0,6.24,0,,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,30165568,2,29,8,9,9,3,9,5,5,1,1,12,1,1,2,4,38,4,19,1,4,1,1/1/48,10/1/41,1
2,0,8.98,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30165568,2,29,8,9,9,3,9,5,5,1,1,12,1,1,2,4,38,4,19,1,4,1,1/1/48,10/1/41,1
2,0,4.2,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,30165568,2,29,8,9,9,3,9,5,5,1,1,12,1,1,2,4,38,4,19,1,4,1,1/1/48,10/1/41,1
2,0,4.54,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30165568,2,29,8,9,9,3,9,5,5,1,1,12,1,1,2,4,38,4,19,1,4,1,1/1/48,10/1/41,1
1,0,2.7,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30165568,2,29,8,9,9,3,9,5,5,1,1,12,1,1,2,4,38,4,19,1,4,1,1/1/48,10/1/41,1
2,0,3.4,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,3.4,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.45,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30109278,3,27,7,5,3,3,2,5,5,1,5,4,1,1,2,2,48,31,153,1,4,1,10/1/54,10/1/64,1
1,0,3.99,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,30109532,4,26,6,6,9,3,1,5,4,1,2,2,1,1,2,4,40,49,49,1,4,2,10/1/61,10/1/58,1
1,0,3.49,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,30109545,1,26,9,0,9,0,9,0,4,2,12,12,5,1,2,1,33,9,11,1,4,2,10/1/34,"",1
2,0,7,0,,16.0 MLOZ,CAKE BATTER,REGULAR,30109545,1,26,9,0,9,0,9,0,4,2,12,12,5,1,2,1,33,9,11,1,4,2,10/1/34,"",1
3,10.5,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,30111056,3,26,7,7,9,3,1,3,4,1,2,1,1,1,2,1,25,42,3,1,4,3,10/1/55,10/1/54,1
1,0,3.35,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.99,0,,16.0 MLOZ,OATMEAL COOKIE CHUNK,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,3.49,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.5,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
2,0,6.98,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,3.17,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.04,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,3.5,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
2,6,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
4,7.96,0,1.5,2,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
1,0,3.5,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
1,0,3.5,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30181532,3,16,7,8,9,3,9,3,3,1,5,12,1,1,2,1,33,9,9,1,4,2,10/1/53,10/1/51,1
1,0,3.34,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,0,3.5,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,3.5,0,0,1,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,0,3.34,0,,16.0 MLOZ,CHUBBY HUBBY,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,0,3.34,0,,16.0 MLOZ,STR CSK,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,3.58,0,0,1,16.0 MLOZ,CHUBBY HUBBY,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,0,3.33,0,,16.0 MLOZ,PHISH FOOD,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
1,3.5,0,0,1,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,30158208,2,21,5,4,9,3,3,3,3,1,6,8,1,1,2,2,16,39,35,5,1,2,10/1/66,10/1/68,1
2,6,0,1,3,16.0 MLOZ,VAN,REGULAR,30158791,2,16,6,0,9,0,3,0,4,4,6,6,2,1,2,2,16,39,7,1,4,2,10/1/59,"",1
1,2.5,0,0,1,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,30112263,2,26,4,7,9,3,3,5,3,1,4,2,1,1,2,1,,23,31,1,1,3,10/1/71,1/1/57,1
1,3.99,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,2.5,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,0,3.99,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,3.99,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,3,0,0,1,16.0 MLOZ,VAN,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,3,0,0,1,16.0 MLOZ,VAN,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,0,3.04,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.99,0,,16.0 MLOZ,TURTLE SOUP,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.49,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,4.46,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.5,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.34,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
3,0,9.99,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,0,3.33,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,0,3.5,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
2,0,6.68,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,0,3.34,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,0,3.34,0,,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
2,0,8.98,0,,32.0 MLOZ,CHC CHIP C-DH,REGULAR,30166917,3,23,4,0,9,0,3,0,5,3,3,3,6,4,1,4,,6,111,1,4,3,10/1/70,"",1
4,15.16,0,3.79,2,16.0 MLOZ,PHISH FOOD,REGULAR,30167874,7,27,7,7,6,3,9,5,3,1,1,12,1,1,2,3,11,12,9,1,4,3,10/1/55,10/1/57,2
1,3,0,0,1,16.0 MLOZ,FOSSIL FUEL,REGULAR,30169426,2,21,4,0,3,0,3,0,4,4,3,3,2,2,2,1,10,9,1,5,4,3,10/1/70,"",1
1,0,3.5,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30169607,1,17,5,0,9,0,9,0,4,3,12,12,5,1,2,4,50,6,77,1,4,1,10/1/63,"",1
1,0,3.44,0,,16.0 MLOZ,MAGIC BROWNIES,REGULAR,30169607,1,17,5,0,9,0,9,0,4,3,12,12,5,1,2,4,50,6,77,1,4,1,10/1/63,"",1
2,9.58,0,4.88,2,16.0 MLOZ,BROWNIE BATTER,REGULAR,30170817,2,21,7,6,9,3,3,4,5,1,1,1,1,1,2,3,5,12,31,1,4,3,10/1/56,1/1/58,1
2,0,6,0,,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,30170817,2,21,7,6,9,3,3,4,5,1,1,1,1,1,2,3,5,12,31,1,4,3,10/1/56,1/1/58,1
1,3.99,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,3.99,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,0,3.43,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,3.99,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,3,0,0,1,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,3,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,3,0,0,1,16.0 MLOZ,VAN,REGULAR,30112389,2,19,6,4,9,3,9,1,4,1,2,12,1,1,2,3,49,51,670,1,1,1,10/1/63,1/1/68,1
1,0,3.04,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,2.99,0,0,1,16.0 MLOZ,BLACK & TAN,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,4.49,0,,16.0 MLOZ,TRIPLE CARAMEL CHUNK,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.5,0,,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,2.66,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,4.49,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.5,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30151220,3,23,7,7,9,3,9,5,3,1,2,12,1,1,2,1,33,9,9,1,4,2,1/1/55,10/1/55,1
1,0,3.34,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
2,0,7,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,0,3.34,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,0,3.5,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,0,2.5,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30182630,2,4,4,0,2,0,3,0,4,4,2,2,2,1,2,1,25,42,73,5,4,3,10/1/72,"",1
1,3.5,0,0,1,16.0 MLOZ,OATMEAL COOKIE CHUNK,REGULAR,30184013,2,28,4,4,9,3,3,5,6,1,1,1,1,2,2,4,27,6,73,1,4,3,10/1/71,10/1/69,1
